State Name,District Name,Total Literacy Rate (%),Total Literacy Rate Urban (%),Total Literacy Rate Rural (%),Total Literacy Rate Male (%),Total Literacy Rate Male Urban (%),Total Literacy Rate Male Rural (%),Total Literacy Rate Female (%),Total Literacy Rate Urban Female (%),Total Literacy Rate Rural Female (%),Education (%),Medical (%),Post Office (%),Telephone (%),Transport Communications (%),Banks (%),Agricultural  Credit Societies (%),Approach by Pucca Road (%),Total Workers (%),Total Male Workers (%),Total Female Workers (%),Total Slum Population,Slum Population (%),Rural Population (%),Urban Population (%),Total good condition households (%),Total livable condition households (%),Total dilapidated condition households (%),Rural good condition households (%),Rural livable condition households (%),Rural dilapidated condition households (%),Urban good condition households (%),Urban livable condition households (%),Urban dilapidated condition households (%),Total Material of house roof is concrete (%),Rural Material of house roof is concrete (%),Urban Material of house roof is concrete (%),Total tapwater from treated source (%),Rural tapwater from treated source (%),Urban tapwater from treated source (%),Total Location of drinking water resource (%),Rural Location of drinking water resource (%),Urban Location of drinking water resource (%),Total Electricity as Lightning Source (%),Rural Electricity as Lightning Source (%),Urban Electricity as Lightning Source (%),Total Latrine facility within premises (%),Rural Latrine facility within premises (%),Urban Latrine facility within premises (%),Total Bathroom with roof within premises (%),Rural Bathroom with roof within premises (%),Urban Bathroom with roof within premises (%),Total Bathroom without roof within premises (%),Rural Bathroom without roof within premises (%),Urban Bathroom without roof within premises (%),Total waste water outlet connect to closed drainage (%),Rural waste water outlet connect to closed drainage (%),Urban waste water outlet connect to closed drainage (%),Total waste water outlet connect to open drainage (%),Rural waste water outlet connect to open drainage (%),Urban waste water outlet connect to open drainage (%),Total Fuel Used LPG+Biogas (%),Rural Fuel Used LPG+Biogas (%),Urban Fuel Used LPG+Biogas (%),Total cooking inside house (%),Rural cooking inside house (%),Urban cooking inside house (%),Total cooking outside house (%),Rural cooking outside house (%),Urban cooking outside house (%),Total no cooking (%),Rural no cooking (%),Urban no cooking (%),Total households availing banking services (%),Rural households availing banking services (%),Urban households availing banking services (%),Total households with no assets (%),Rural households with no assets (%),Urban households with no assets (%)
Madhya Pradesh,Bhopal,L,L,L,L,L,L,L,L,M,L,S,S,L,S,S,S,M,M,M,S,L,M,S,L,M,S,S,M,M,S,L,S,S,M,S,M,M,S,M,M,S,M,L,L,L,L,S,L,L,S,L,S,M,S,M,S,M,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,M,S
Madhya Pradesh,Burhanpur,M,L,M,L,L,M,M,L,M,L,L,S,L,M,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,M,S,M,L,L,L,M,S,L,M,S,L,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Chhatarpur,M,L,M,L,L,L,M,L,M,L,M,S,L,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Chhindwara,L,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Madhya Pradesh,Damoh,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Madhya Pradesh,Datia,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Dewas,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,M,S,L,M,S,L,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Madhya Pradesh,Dhar,M,L,M,L,L,M,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Dindori,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,M,M,L,S
Madhya Pradesh,Guna,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,M,S
Madhya Pradesh,Gwalior,L,L,M,L,L,L,L,L,M,L,L,S,L,M,S,S,M,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,M,S,M,M,S,L,L,M,L,M,S,L,M,S,L,S,M,S,M,S,M,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Madhya Pradesh,Harda,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,M,L,L,L,M,M,L,M,S,L,S,S,S,S,S,S,M,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Madhya Pradesh,Hoshangabad,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,L,L,L,L,M,M,L,M,S,L,S,M,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Madhya Pradesh,Indore,L,L,L,L,L,L,L,L,M,L,M,S,L,M,S,S,M,M,M,S,L,S,S,L,L,S,S,M,M,S,L,S,S,M,S,M,M,S,M,M,S,M,L,L,L,L,M,L,L,M,L,S,S,S,M,S,M,S,M,S,L,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Madhya Pradesh,Jabalpur,L,L,L,L,L,L,L,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,M,S,M,M,S,M,M,S,M,L,L,L,M,S,L,M,S,L,S,S,S,S,S,M,M,S,M,M,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Madhya Pradesh,Jhabua,M,L,M,M,L,M,M,L,S,L,S,S,L,M,S,S,L,M,M,M,L,S,L,S,M,M,S,S,M,S,L,S,S,S,S,M,S,S,L,S,S,M,M,M,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Madhya Pradesh,Katni,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Madhya Pradesh,Khandwa (East Nimar),M,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,L,S,S,M,L,L,L,S,S,L,S,S,L,M,M,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Khargone (West Nimar),M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,S,S,M,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Mandla,L,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,M,M,M,S
Madhya Pradesh,Mandsaur,L,L,L,L,L,L,M,L,M,L,M,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Morena,L,L,L,L,L,L,M,L,M,L,M,S,L,M,S,S,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,S,L,S,S,L,S,S,M,S,S,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Madhya Pradesh,Narsimhapur,L,L,L,L,L,L,L,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,L,M,L,M,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Neemuch,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,M,S,S,M,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Panna,M,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Raisen,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,L,M,L,S,S,L,S,S,M,S,M,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Madhya Pradesh,Rajgarh,M,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,S,M,M,M,L,S,L,S,M,M,S,S,M,S,M,M,S,S,S,M,S,S,M,S,S,M,L,M,L,S,S,M,S,S,M,S,S,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Madhya Pradesh,Ratlam,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,M,L,S,S,L,S,S,L,S,S,S,S,S,S,M,S,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Rewa,L,L,L,L,L,L,M,L,M,L,S,S,M,S,S,S,M,M,M,S,L,S,L,S,M,S,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Madhya Pradesh,Sagar,L,L,L,L,L,L,L,L,M,L,S,S,L,S,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,M,S,S,M,L,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Madhya Pradesh,Satna,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Madhya Pradesh,Sehore,L,L,L,L,L,L,M,L,M,L,M,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Seoni,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Shahdol,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,M,S
Madhya Pradesh,Shajapur,L,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,M,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,L,S,S,M,S,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Madhya Pradesh,Sheopur,M,L,M,L,L,L,M,M,M,L,M,S,L,M,S,S,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Shivpuri,M,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,S,S,S,S,S,S,M,M,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Sidhi,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Singrauli,M,L,M,L,L,L,M,M,M,L,S,S,L,M,S,S,L,M,M,M,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Madhya Pradesh,Tikamgarh,M,L,M,L,L,L,M,M,M,L,M,S,M,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Ujjain,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,S,S,M,L,L,L,M,S,L,M,S,L,S,M,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Umaria,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Vidisha,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,L,S,S,M,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Maharashtra,Ahmadnagar,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,M,L,S,L,S,M,S,S,M,S,S,L,S,S,S,S,M,M,S,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Akola,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,M,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,M,M,M,M,M,M,M,L,L,L,M,S,L,M,M,L,M,M,S,S,S,S,L,L,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Maharashtra,Amravati,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,M,M,M,L,M,M,L,L,L,L,M,M,L,M,M,L,M,M,S,S,S,S,L,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Maharashtra,Aurangabad,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,M,L,M,M,S,L,S,M,M,M,S,S,M,M,S,L,S,S,S,S,M,M,S,L,M,M,L,L,L,L,M,S,L,M,S,L,S,M,S,M,S,L,S,M,S,M,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Maharashtra,Bhandara,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Maharashtra,Bid,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,L,M,S,L,L,L,L,S,S,L,S,S,L,M,M,S,S,S,S,M,M,L,S,S,M,M,M,L,M,M,S,S,S,S,M,M,M,S,S,S
Maharashtra,Buldana,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,L,M,M,M,L,L,L,M,S,M,M,M,L,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Maharashtra,Chandrapur,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,S,L,M,M,M,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,L,L,L,L,M,S,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,L,M,L,S,M,S
Maharashtra,Dhule,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,M,L,M,M,L,L,L,L,S,S,M,M,M,L,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Maharashtra,Gadchiroli,L,L,L,L,L,L,M,L,M,L,M,S,M,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,L,M,M,L,S,S,M,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Gondiya,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,M,M,L,M,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Hingoli,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,L,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,M,L,M,L,S,S,M,M,M,L,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,L,M,S,S,S
Maharashtra,Jalgaon,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,L,M,L,M,M,L,L,L,L,M,S,M,M,M,L,S,M,S,S,S,S,L,L,L,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Maharashtra,Jalna,L,L,L,L,L,L,M,L,M,L,L,S,L,L,S,L,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,M,L,L,L,M,S,L,M,S,L,M,M,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,L,M,S,S,S
Maharashtra,Kolhapur,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,S,L,S,L,S,L,S,S,L,S,S,L,S,S,S,S,M,M,M,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,L,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Latur,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,S,L,M,M,L,L,L,L,M,S,L,M,M,L,S,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Maharashtra,Mumbai,L,L,S,L,L,S,L,L,S,S,S,S,S,S,S,S,S,M,M,S,L,S,S,L,L,S,S,L,S,S,L,S,S,M,M,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,L,L,L,S,S,S,L,L,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Mumbai Suburban,L,L,S,L,L,S,L,L,S,S,S,S,S,S,S,S,S,M,M,S,L,M,S,L,L,S,S,L,S,S,L,S,S,M,M,M,L,L,L,L,L,L,L,L,L,M,M,M,L,L,L,S,S,S,L,L,L,S,S,S,L,L,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Nagpur,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,M,M,S,L,M,S,L,L,S,S,M,M,S,L,S,S,M,S,M,M,M,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,L,S,M,S,M,S,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Maharashtra,Nanded,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,M,L,L,L,S,S,L,M,S,L,M,M,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Maharashtra,Nandurbar,M,L,M,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,L,M,M,L,S,S,M,S,S,L,M,M,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Maharashtra,Nashik,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,M,L,S,M,M,M,S,S,M,M,S,L,S,S,S,S,M,M,S,L,M,M,L,L,M,L,M,S,L,M,M,L,S,S,S,S,S,M,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Maharashtra,Osmanabad,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,S,M,M,M,M,L,M,L,S,S,M,M,M,L,M,M,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Parbhani,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,L,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,L,L,L,L,S,S,L,M,S,M,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Maharashtra,Pune,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,M,S,M,L,M,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,L,S,S,S,L,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Raigarh,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,S,S,M,M,M,L,M,M,L,L,L,L,M,M,L,L,L,L,S,S,S,M,S,M,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Maharashtra,Ratnagiri,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,S,S,M,M,M,M,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,S,S,S,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Maharashtra,Sangli,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,L,L,M,M,S,L,S,L,S,L,S,S,L,S,S,L,S,S,S,S,M,M,M,L,M,M,L,L,L,L,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Satara,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,S,S,M,M,M,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Sindhudurg,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,S,S,S,L,S,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Maharashtra,Solapur,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,L,L,M,M,S,L,S,L,S,M,S,S,M,S,S,L,S,S,S,S,M,M,S,L,M,M,L,L,M,L,M,S,M,M,M,L,S,M,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,M,S,S,S
Maharashtra,Thane,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,M,L,M,M,S,L,S,S,L,L,S,S,M,M,S,L,S,S,M,S,M,L,S,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,L,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,L,M,L,S,M,S
